model_name,model_year,kms_driven,owner,location,mileage,power,price
Bajaj Pulsar,2012,20000,first owner,delhi,45.0,17.0,26900
Harley-Davidson Street 750,2016,14000,first owner,bangalore,20.0,47.0,358900
Harley-Davidson 1200 Custom,2019,130,first owner,bangalore,18.0,67.7,1050000
Bajaj Pulsar AS150,2015,31000,second owner,bangalore,53.0,16.8,42000
KTM RC,2017,13000,first owner,kolkata,26.0,42.3,145000
Hero Splendor,2007,70000,first owner,hosur,60.0,6.15,17000
Bajaj XCD 125,2009,25000,first owner,delhi,60.0,9.4,16000
Hero Passion Pro,2015,16754,first owner,faridabad,84.0,8.2,24700
Hero Hunk,2013,12500,first owner,bangalore,53.0,14.0,30000
TVS Sport,2013,14736,first owner,faridabad,95.0,7.4,17500
Hero Ignitor,2012,450,first owner,kolhapur,55.0,11.0,62000
Kawasaki Z1000 2016,2016,9800,first owner,bangalore,15.0,139.0,1078000
Royal Enfield Thunderbird,2015,12000,first owner,bangalore,40.0,19.8,115000
Royal Enfield Thunderbird,2017,5000,first owner,bangalore,40.0,19.8,130000
Royal Enfield Thunderbird,2017,9000,first owner,bangalore,40.0,19.8,125000
Royal Enfield Electra,2015,19500,first owner,bangalore,37.0,19.0,105000
Bajaj XCD 125,2007,26000,first owner,bhopal,60.0,9.4,15000
Triumph Bonneville T120,2017,4800,second owner,gurgaon,18.0,78.9,700000
Royal Enfield Himalayan,2017,12000,first owner,pune,32.0,24.5,150000
Harley-Davidson Iron 883,2015,10000,first owner,mumbai,20.0,50.0,596562
Suzuki GSX-R,2011,18500,first owner,hubli,12.0,160.0,810000
Bajaj Pulsar 200,2014,57000,first owner,ahmedabad,40.0,24.2,42200
Yamaha YZF-R15 2.0,2017,4800,first owner,hyderabad,42.0,16.7,100000
Bajaj Pulsar 135LS,2010,20000,first owner,jamshedpur,64.0,13.0,20000
Royal Enfield Himalayan,2016,10158,first owner,delhi,32.0,24.5,125000
Bajaj Pulsar 220F,2016,47042,first owner,bangalore,38.0,21.0,55000
KTM RC,2015,15000,first owner,bangalore,35.0,25.0,132000
Bajaj Pulsar,2016,31651,first owner,faridabad,38.0,21.0,41000
MV Agusta F3,2015,6898,first owner,delhi,15.0,145.9,950000
Hero Passion Pro,2009,34000,second owner,kolkata,5.0,8.2,20000
Hero Ignitor,2012,32000,first owner,delhi,55.0,11.0,25000
Bajaj V15,2017,14303,first owner,jaipur,57.0,11.8,52400
Bajaj Avenger,2015,27000,first owner,gurgaon,40.0,19.0,54400
Bajaj Avenger Street,2016,3650,first owner,ghaziabad,53.0,19.0,75000
Bajaj Avenger Street,2016,15500,first owner,hyderabad,53.0,19.0,70000
Suzuki Gixxer SF,2015,15000,first owner,ahmedabad,40.0,14.6,60000
Bajaj Pulsar,2013,24500,second owner,delhi,38.0,21.0,45000
Suzuki Gixxer,2017,17500,first owner,secunderabad,63.0,14.0,70000
Royal Enfield Classic,2016,1400,first owner,delhi,35.0,19.8,127300
Royal Enfield Classic,2017,4200,first owner,delhi,35.0,19.8,131500
Hero Hunk,2009,16000,first owner,delhi,53.0,14.0,22000
TVS Sport Electric,2017,29067,first owner,delhi,95.0,7.4,40000
UM Renegade Sport,2017,4454,first owner,faridabad,35.0,24.8,125000
Bajaj Avenger Street,2016,14000,first owner,hyderabad,50.0,14.3,58100
Royal Enfield Electra,2011,22000,first owner,delhi,37.0,19.0,98000
Bajaj  Pulsar,2011,55000,first owner,gurgaon,45.0,17.0,26000
Bajaj V15,2016,17800,first owner,bangalore,57.0,11.8,47500
Royal Enfield Classic,2014,21000,second owner,delhi,35.0,19.8,95000
Bajaj V15,2016,23000,first owner,muvattupuzha,57.0,11.8,46000
Bajaj Pulsar 135LS,2014,10000,first owner,gurgaon,64.0,13.0,40000
Royal Enfield Classic,2016,3750,first owner,delhi,35.0,19.8,130000
KTM Duke,2017,14500,first owner,pune,35.0,24.6,135000
Royal Enfield Classic,2015,35000,second owner,kaithal,35.0,19.8,97000
Royal Enfield Thunderbird,2018,3350,first owner,delhi,40.0,19.8,141400
Bajaj Avenger Street,2018,7500,first owner,kalyan,53.0,19.0,90000
Royal Enfield Classic,2017,5304,first owner,pune,35.0,19.8,140000
KTM RC,2017,4500,first owner,chandigarh,26.0,42.3,229000
KTM Duke,2017,4500,first owner,kalyan,35.0,24.6,145000
Yamaha Fazer25,2018,17000,first owner,gurgaon,43.0,20.3,133500
KTM Duke,2016,10500,first owner,dharmapuri,35.0,24.6,121900
Royal Enfield Standard,2017,2330,first owner,delhi,25.0,26.1,161793
Hero Ignitor,2014,36000,first owner,ghaziabad,55.0,11.0,26900
Honda Dream Yuga,2015,18988,first owner,kolhapur,84.0,8.0,44000
Yamaha FZs,2015,25000,first owner,mumbai,45.0,13.0,49940
Bajaj Pulsar,2013,31500,first owner,pune,65.0,15.0,42000
Bajaj V15,2017,10200,first owner,ahmedabad,57.0,11.8,58000
Bajaj Discover,2016,15000,first owner,pratapgarh,65.0,12.5,37800
Royal Enfield Thunderbird,2012,30000,first owner,pune,40.0,19.8,75000
Royal Enfield Classic,2016,15700,first owner,bangalore,32.0,27.2,145000
Bajaj Avenger,2014,22000,third owner,bareilly,40.0,19.0,34500
Hyosung GT250R 2015,2015,8700,first owner,ajmer,30.0,28.0,205000
Harley-Davidson Street 750,2016,2000,first owner,jalandhar,20.0,47.0,450000
Harley-Davidson Street 750,2019,399,first owner,jaipur,20.0,47.0,520000
Harley-Davidson Street 750,2016,10000,first owner,delhi,20.0,47.0,421000
Triumph Bonneville T100,2017,7500,second owner,delhi,25.0,54.0,640000
Harley-Davidson Street Rod,2017,5700,second owner,delhi,25.0,70.0,505000
Harley-Davidson Street 750,2016,12000,first owner,rudrapur,20.0,47.0,395000
Harley-Davidson Street 750,2015,9300,first owner,bhavnagar,20.0,47.0,400000
Harley-Davidson Street 750,2017,200,first owner,delhi,20.0,47.0,500000
Harley-Davidson Street 750,2015,14000,third owner,delhi,20.0,47.0,330000
Hyosung GT250R 2013,2013,10000,third owner,delhi,30.0,28.0,130000
Harley-Davidson Street 750,2014,6000,first owner,jaipur,20.0,47.0,400000
Harley-Davidson Street 750,2016,1300,first owner,delhi,20.0,47.0,478000
Harley-Davidson Street 750,2015,8800,first owner,delhi,20.0,47.0,360000
Harley-Davidson Street 750,2015,3100,first owner,mumbai,20.0,47.0,350000
Harley-Davidson Street 750,2015,7400,first owner,faridabad,20.0,47.0,400000
Harley-Davidson Street 750,2014,2200,first owner,gurgaon,20.0,47.0,360000
Hyosung Aquila GV250,2017,3600,first owner,pune,27.0,26.21,232000
Triumph Bonneville T100,2015,4400,first owner,indore,18.0,67.0,580000
Benelli TNT 300,2016,7500,first owner,mumbai,25.0,37.73,270000
Triumph Rocket III,2016,23000,first owner,pune,17.0,146.0,1900000
Triumph Thunderbird LT,2015,21000,first owner,coimbatore,12.0,93.0,1400000
Hyosung GT250R 2013,2013,5000,first owner,delhi,30.0,28.0,0
Harley-Davidson 1200 Custom,2016,3000,first owner,mumbai,18.0,67.7,750000
Benelli TNT 300,2017,11700,second owner,mumbai,25.0,37.73,280000
Harley-Davidson Street 750,2014,5600,first owner,delhi,20.0,47.0,349000
Harley-Davidson Street 750,2015,2675,first owner,pune,20.0,47.0,419700
Harley-Davidson Street 750,2015,1600,first owner,mumbai,20.0,47.0,350000
Harley-Davidson Street 750,2014,4000,first owner,jaipur,20.0,47.0,455000
Benelli TNT 300,2016,13000,second owner,bardhaman,25.0,37.73,220000
Harley-Davidson XG750,2014,1000,first owner,madurai,20.0,47.0,441142
Kawasaki Ninja,2015,5000,first owner,satna,25.0,39.0,204600
Benelli TNT 600i,2019,1000,first owner,kolkata,19.0,82.7,650000
Harley-Davidson Street Rod,2017,3000,first owner,delhi,25.0,70.0,525000
Harley-Davidson Street 750,2014,15237,first owner,ahmedabad,20.0,47.0,311000
Royal Enfield Classic,2014,10200,first owner,bangalore,32.0,27.2,0
KTM RC,2015,16000,first owner,adyar,35.0,25.0,130000
Hero Passion PRO,2013,6000,first owner,ludhiana,55.0,6.15,30000
Yamaha YZF-R15,2014,7000,first owner,visakhapatnam,42.0,16.0,80000
Bajaj Discover 125ST,2012,40200,first owner,varanasi,65.0,12.5,20000
Bajaj Discover 125ST,2013,17000,second owner,faridabad,65.0,12.5,24000
KTM RC,2016,8700,first owner,chennai,35.0,25.1,150000
Bajaj Avenger Street,2016,10000,first owner,delhi,50.0,14.3,65000
Royal Enfield Classic,2013,28000,first owner,ahmedabad,32.0,27.2,100999
Hero Splendor,2004,55000,first owner,muzaffarpur,60.0,6.15,19000
Bajaj Avenger Street,2016,4900,first owner,mumbai,50.0,14.3,70000
Royal Enfield Classic,2015,22392,first owner,gurgaon,35.0,19.8,95000
Hero Passion Plus,2008,42662,first owner,jaipur,55.0,7.5,16000
Bajaj V15,2016,22139,first owner,delhi,57.0,11.8,48000
Bajaj Pulsar,2009,77000,first owner,delhi,65.0,15.0,18000
KTM RC,2016,4500,first owner,mumbai,26.0,42.3,180000
Hero Splendor Pro,2017,300,first owner,ludhiana,81.0,8.2,41000
Hero Passion Xpro,2016,7500,first owner,ahmedabad,55.0,6.72,50000
KTM RC,2015,13800,first owner,mumbai,35.0,25.0,140000
KTM Duke,2016,6900,first owner,pune,25.0,42.9,180000
Bajaj Avenger Street,2017,73,first owner,hyderabad,45.0,14.3,84000
Royal Enfield Classic,2015,28000,first owner,chennai,32.0,27.2,120000
Bajaj Pulsar 200,2014,23000,first owner,lakhimpur kheri,40.0,24.2,52000
KTM RC,2016,3050,first owner,patiala,35.0,25.1,155000
KTM RC,2015,21000,first owner,gangtok,26.0,43.0,150000
Hyosung GT650R 2017,2017,2000,first owner,meerut,20.0,72.68,380000
Suzuki Gixxer SF,2017,6000,first owner,thane,40.0,14.6,85000
Royal Enfield Bullet,2012,34061,first owner,delhi,40.0,19.8,85400
Royal Enfield Thunderbird,2015,48000,first owner,kalyan,25.0,27.2,98000
Royal Enfield Thunderbird,2014,9902,first owner,jaipur,40.0,19.8,90000
Royal Enfield Classic,2017,5200,first owner,howrah,32.0,27.2,135000
Hero Karizma R,2015,12000,first owner,gaya,40.0,17.0,44100
Bajaj Avenger Street,2016,18500,first owner,rohtak,50.0,14.3,62000
Bajaj Avenger Street,2017,5399,first owner,bangalore,53.0,19.0,75000
Yamaha YZF-R15 S,2016,23911,first owner,gurgaon,42.0,16.0,87900
Royal Enfield Classic,2015,25000,first owner,jaipur,35.0,19.8,115000
Bajaj Avenger Cruise,2017,3500,first owner,kalyan,35.0,19.0,80000
Bajaj Avenger,2016,11500,first owner,hyderabad,40.0,19.0,70000
Bajaj Avenger,2016,10000,first owner,bangarmau,40.0,19.0,68000
Royal Enfield Classic,2015,12500,first owner,rohtak,35.0,19.8,114999
Royal Enfield Classic,2017,5000,first owner,pune,35.0,19.8,146000
Royal Enfield Thunderbird,2016,10000,first owner,gurgaon,40.0,19.8,115000
KTM RC,2015,14357,first owner,faridabad,35.0,25.0,135000
Bajaj Discover 125ST,2013,31000,first owner,faridabad,65.0,12.5,26900
Royal Enfield Classic,2017,2000,first owner,bangalore,25.0,27.2,199500
Honda CBR 150R,2014,34000,first owner,indore,38.0,18.28,70000
Bajaj Discover 125M,2015,16000,first owner,delhi,65.0,12.5,32500
Honda CB Trigger,2014,33000,first owner,ahmedabad,60.0,14.0,35000
Royal Enfield Classic,2014,9191,first owner,jalandhar,35.0,19.8,103000
Bajaj Pulsar,2014,65000,first owner,hisar,45.0,17.0,25000
Hero Passion,2002,50000,second owner,jaipur,55.0,7.5,14000
Royal Enfield Classic,2016,18100,first owner,delhi,32.0,27.2,130000
Bajaj Discover 125ST,2012,55000,first owner,faridabad,65.0,12.5,20000
Hero CD Deluxe,2012,50000,first owner,delhi,65.0,7.7,20000
KTM RC,2017,6450,first owner,ahmedabad,35.0,25.1,151000
KTM Duke,2017,8300,first owner,delhi,25.0,42.9,178000
Yamaha YZF-R15 S,2018,3900,first owner,chennai,42.0,16.0,98000
Honda CBR 250R,2011,29000,first owner,gurgaon,29.0,26.15,45000
Bajaj Avenger Cruise,2016,11000,first owner,belgaum,35.0,19.0,66887
Royal Enfield Thunderbird,2013,9450,first owner,allahabad,25.0,27.2,103000
Hero Hunk,2009,80000,first owner,delhi,53.0,14.0,14000
Royal Enfield Thunderbird,2015,18000,first owner,mumbai,25.0,27.2,99000
Bajaj Discover,2008,80200,first owner,delhi,65.0,9.64,15000
Hero Passion Pro,2017,22600,second owner,bhatkal,84.0,8.2,38000
KTM Duke,2016,22000,first owner,nashik,35.0,24.6,95000
Royal Enfield Bullet,2010,38900,first owner,panipat,40.0,19.8,65000
Royal Enfield Classic,2014,20000,first owner,delhi,35.0,19.8,80000
KTM Duke,2017,12400,first owner,delhi,25.0,42.9,160000
Royal Enfield Thunderbird,2014,5000,first owner,mumbai,25.0,27.2,105000
Bajaj Pulsar 220F,2017,14000,first owner,mumbai,38.0,21.0,70000
Royal Enfield Thunderbird,2017,40000,first owner,pune,25.0,27.2,120000
Yamaha YZF-R15,2014,30000,first owner,tiruvallur,42.0,16.0,60000
Bajaj Avenger,2013,40000,first owner,delhi,40.0,19.0,27000
KTM RC,2015,22000,first owner,pune,26.0,43.0,150100
Royal Enfield Himalayan,2017,19500,first owner,mumbai,32.0,24.5,155000
Bajaj V15,2016,3325,second owner,ghaziabad,57.0,11.8,42200
KTM RC,2016,20700,first owner,nadiad,26.0,42.3,135000
Royal Enfield Classic,2018,15500,first owner,delhi,35.0,19.8,140000
KTM RC,2015,24000,first owner,pune,26.0,43.0,149600
Royal Enfield Classic,2013,26700,first owner,kanchipuram,35.0,19.8,84000
Bajaj Pulsar,2009,32000,first owner,delhi,65.0,15.0,18900
Bajaj Pulsar 220F,2017,3450,first owner,gurgaon,38.0,21.0,76000
Royal Enfield Bullet,2012,16527,second owner,delhi,40.0,19.8,75000
Bajaj Avenger Cruise,2016,12500,first owner,delhi,35.0,19.0,55000
Royal Enfield Bullet,2007,38000,first owner,panchkula,30.0,19.8,68000
Royal Enfield Bullet,2017,34000,first owner,pune,35.0,19.8,115700
UM Renegade Commando,2018,2000,first owner,faridabad,35.0,24.8,170000
UM Renegade Commando,2017,800,first owner,tiruvallur,35.0,24.8,120000
Royal Enfield Thunderbird,2014,15471,first owner,pune,25.0,27.2,110000
Bajaj Pulsar 220F,2012,35000,first owner,sonipat,38.0,21.0,22000
Royal Enfield Classic,2017,23000,first owner,faridabad,35.0,19.8,109999
KTM RC,2017,6300,first owner,navsari,26.0,42.3,183333
KTM Duke,2018,4300,first owner,jabalpur,25.0,42.9,250430
Royal Enfield Bullet,2018,10443,first owner,yamuna nagar,25.0,26.1,165000
Hero Hunk Rear,2013,45000,first owner,mumbai,55.0,14.0,30000
Bajaj V15,2017,25000,first owner,noida,57.0,11.8,51900
Royal Enfield Bullet,2015,16000,first owner,bangalore,35.0,19.8,111200
Bajaj V12,2017,7500,first owner,ahmedabad,57.0,12.0,51000
Royal Enfield Electra,2014,9550,first owner,mubarakpur,37.0,19.0,95000
Royal Enfield Thunderbird,2014,23000,first owner,bangalore,40.0,19.8,95182
Royal Enfield Classic,2015,19000,first owner,chennai,35.0,19.8,115000
Bajaj Avenger Street,2017,500,first owner,hyderabad,53.0,19.0,93000
Yamaha YZFR15 2.0,2016,22000,first owner,bijapur,42.0,16.7,85000
Bajaj CT 100,2001,60000,second owner,manpur,89.0,8.1,16000
Royal Enfield Classic,2016,6000,first owner,pune,35.0,19.8,130000
KTM Duke,2016,15000,first owner,mumbai,35.0,24.6,105786
Suzuki Gixxer,2017,10000,first owner,anand,63.0,14.0,75000
Yamaha YZF-R15,2016,7000,first owner,bangalore,42.0,16.0,103000
Royal Enfield Classic,2014,14800,first owner,gurgaon,32.0,27.2,115000
Royal Enfield Bullet,2013,24000,first owner,thane,40.0,19.8,88000
TVS Star City,2012,47453,first owner,ganganagar,85.0,8.2,18000
Royal Enfield Classic,2011,15000,first owner,buldhana,32.0,27.2,82556
Bajaj Avenger Street,2016,12600,first owner,bangalore,50.0,14.3,67000
Hero Splendor Pro,2014,23000,first owner,asansol,81.0,8.2,35000
Royal Enfield Thunderbird,2014,13500,first owner,chennai,25.0,27.2,125000
Royal Enfield Classic,2015,16000,first owner,pune,35.0,19.8,120000
Royal Enfield Himalayan,2016,3800,first owner,ludhiana,32.0,24.5,140000
Hero Splendor,2015,15500,first owner,hyderabad,60.0,6.15,44000
Hero CD Deluxe,2012,35000,first owner,dwarka,65.0,7.7,2000
Hero Passion,2002,35000,second owner,perumbavoor,55.0,7.5,15000
Royal Enfield Thunderbird,2016,8500,first owner,jaipur,40.0,19.8,128000
TVS Sport,2017,35535,first owner,kurukshetra,95.0,7.4,36000
KTM RC,2015,22000,first owner,mumbai,35.0,25.0,125000
Royal Enfield Bullet,2014,15700,first owner,vadodara,35.0,19.8,95000
Yamaha YZF-R15,2016,5500,first owner,jind,42.0,16.0,95000
Bajaj Avenger,2015,18000,first owner,mumbai,40.0,19.0,50000
KTM RC,2016,26000,first owner,pune,26.0,42.3,155000
Suzuki Slingshot Plus,2015,15000,second owner,ajmer,59.0,8.5,28000
Hero Passion Plus,2005,47000,first owner,jaipur,55.0,7.5,13000
KTM RC,2016,9800,first owner,dharwar,35.0,25.1,140000
Bajaj Avenger Street,2016,8000,first owner,mumbai,53.0,19.0,70000
Hero Splendor Plus,2006,45852,third owner,vaniyambadi,81.0,8.2,12500
Harley-Davidson Street 750,2018,7200,first owner,indore,20.0,47.0,530000
Royal Enfield Classic,2017,14000,first owner,chandigarh,35.0,19.8,130000
Royal Enfield Bullet,2008,25000,third owner,delhi,30.0,19.8,68000
Royal Enfield‎ Bullet,2012,25000,first owner,faridabad,37.0,19.8,70000
UM Renegade Commando,2018,1600,first owner,ahmedabad,35.0,25.0,185000
UM Renegade Commando,2018,1788,first owner,jaipur,35.0,24.8,188078
Royal Enfield Classic,2012,42300,first owner,ghaziabad,32.0,27.2,82000
Royal Enfield Bullet,2016,24500,first owner,pune,25.0,26.37,105000
KTM Duke,2018,2300,first owner,mumbai,25.0,42.9,220000
Royal Enfield Classic,2017,2750,first owner,gurgaon,35.0,19.8,134100
Harley-Davidson Street 750,2016,2350,first owner,delhi,20.0,47.0,325000
TVS Star City,2015,35300,first owner,delhi,85.0,8.2,27606
Royal Enfield Thunderbird,2017,32000,first owner,bardhaman,40.0,19.8,95000
Royal Enfield Bullet,2009,12700,first owner,ghaziabad,30.0,19.8,70000
Royal Enfield Classic,2014,45000,first owner,mumbai,35.0,19.8,90000
Bajaj Discover,2018,10000,first owner,delhi,65.0,10.9,45000
Bajaj Avenger,2015,12000,first owner,bangalore,40.0,19.0,55000
Bajaj Discover,2008,82000,first owner,delhi,65.0,12.5,13000
UM Renegade Commando,2017,3400,first owner,mumbai,35.0,24.8,145000
Bajaj V15,2018,11000,first owner,delhi,57.0,11.8,45000
Royal Enfield Classic,2014,20500,first owner,delhi,35.0,19.8,94964
Bajaj Discover,2007,58000,first owner,ghaziabad,65.0,9.64,10000
Yamaha Fazer 25,2017,14500,first owner,kadapa,43.0,20.3,123000
Hero Passion Pro,2010,77000,second owner,jind,5.0,8.2,16666
Royal Enfield Classic,2015,39000,first owner,bangalore,35.0,19.8,100000
Royal Enfield Thunderbird,2014,30000,first owner,ghaziabad,25.0,27.2,75000
KTM Duke,2017,5000,first owner,mumbai,25.0,42.9,220000
KTM Duke,2018,4000,first owner,alibag,25.0,42.9,210000
Suzuki GSX-R 1000R,2018,312,first owner,mumbai,12.0,160.0,1000000
Hero Splendor iSmart,2017,12000,first owner,faridabad,55.0,9.3,39200
Yamaha SZ-RR,2015,25909,first owner,faridabad,55.0,12.0,25000
Hyosung Aquila Pro,2016,4600,first owner,bangalore,16.0,74.0,300000
KTM RC,2015,20000,first owner,pune,35.0,25.0,125000
Royal Enfield Classic,2016,11300,first owner,hyderabad,35.0,19.8,130000
Royal Enfield Bullet,2010,51000,first owner,pune,40.0,19.8,83000
Bajaj Pulsar AS150,2016,35000,second owner,patna,53.0,16.8,35000
Bajaj Discover,2006,2946,first owner,delhi,65.0,12.5,12000
Hero Hunk,2010,25424,first owner,delhi,53.0,14.0,14000
Bajaj V15,2016,24925,first owner,bangalore,57.0,11.8,43400
Hero Super Splendor,2006,31800,first owner,gurgaon,75.0,9.0,10000
KTM Duke,2015,23000,first owner,hyderabad,25.0,44.0,110000
Suzuki Gixxer SF,2019,25,first owner,delhi,40.0,14.6,85000
Royal Enfield Thunderbird,2015,17000,second owner,mumbai,25.0,27.2,85000
Hero Splendor,2016,32000,first owner,raebareli,60.0,6.15,27500
Bajaj Discover 125ST,2013,30000,first owner,swaimadhopur,65.0,12.5,23000
Royal Enfield Bullet,2004,28800,first owner,delhi,30.0,19.8,70300
Royal Enfield Bullet,2016,23544,first owner,gurgaon,37.0,19.8,90000
Royal Enfield Classic,2016,8518,first owner,delhi,35.0,19.8,100000
UM Renegade Commando,2017,5411,second owner,gurgaon,35.0,24.8,125000
Royal Enfield Thunderbird,2014,23200,second owner,hyderabad,25.0,27.2,86500
Royal Enfield Thunderbird,2015,40670,first owner,mumbai,40.0,19.8,80000
KTM Duke,2017,16000,first owner,kalyan,25.0,42.9,169912
Hero Passion Plus,2004,57432,first owner,delhi,55.0,7.5,13000
KTM RC,2016,23000,second owner,challakere,26.0,42.3,115000
Royal Enfield Classic,2016,19500,first owner,ghaziabad,35.0,19.8,113900
KTM Duke,2017,13795,first owner,faridabad,35.0,24.6,110000
Hero Super Splendor,2008,74184,second owner,chandigarh,75.0,9.0,17000
Bajaj Discover,2007,40862,first owner,delhi,65.0,12.5,12000
Harley-Davidson Street 750,2017,5400,first owner,nagpur,20.0,47.0,500000
Royal Enfield Thunderbird,2017,21000,first owner,chennai,40.0,19.8,116800
Royal Enfield Bullet,2016,29000,first owner,chandigarh,37.0,19.8,110000
Hero Passion Plus,2004,77636,first owner,ahmedabad,55.0,7.5,14000
Royal Enfield Classic,2016,49767,first owner,delhi,35.0,19.8,95000
Honda CB Trigger,2014,34407,first owner,mumbai,60.0,14.0,42000
Royal Enfield Classic,2014,30091,third owner,delhi,35.0,19.8,78000
Yamaha FZ25,2018,3000,first owner,buldhana,43.0,20.3,100000
Harley-Davidson Iron 883,2016,4764,first owner,mumbai,20.0,50.0,550000
Hero Passion Xpro,2015,40000,first owner,ambala,55.0,6.72,26000
Royal Enfield Bullet,2012,30776,second owner,delhi,40.0,19.8,74000
KTM Duke,2017,400,first owner,jaipur,25.0,42.9,170000
Bajaj Avenger Street,2016,16500,first owner,madhupur,53.0,19.0,50000
Bajaj Avenger Street,2015,16500,first owner,chennai,50.0,14.3,48900
Royal Enfield Classic,2016,7400,first owner,faridabad,32.0,27.2,130000
Hero Passion Plus,2004,51716,second owner,delhi,55.0,7.5,13999
Hero Passion Pro,2011,27003,first owner,mumbai,5.0,8.2,19900
UM Renegade Commando,2018,10009,first owner,patna,35.0,25.0,160000
Royal Enfield Thunderbird,2014,24800,first owner,vadodara,40.0,19.8,83000
Suzuki Gixxer,2018,4800,first owner,wardha,63.0,14.0,72855
Harley-Davidson Street 750,2015,3100,first owner,mumbai,20.0,47.0,370000
Royal Enfield Classic,2013,26739,first owner,pune,32.0,27.2,105000
Royal Enfield Thunderbird,2016,18000,first owner,mumbai,40.0,19.8,101900
Royal Enfield Standard,2017,14418,first owner,gurgaon,25.0,26.1,110000
UM Renegade Commando,2018,9500,first owner,mumbai,35.0,25.0,196500
Hero Passion Plus,2008,35000,first owner,tiruvallur,55.0,7.5,15000
Suzuki Gixxer SF,2017,12300,first owner,ajmer,40.0,14.6,65000
Hero Karizma R,2009,17299,first owner,delhi,40.0,17.0,16979
Hero Splendor Plus,2010,42000,second owner,tekanpur,81.0,8.2,18000
Suzuki GS 150,2012,99000,first owner,tiruverkadu,56.0,13.8,20000
UM Renegade Sport,2017,13000,first owner,mumbai,35.0,24.8,135000
Hero Passion,2006,70403,third owner,ahmedabad,60.0,7.5,12500
TVS Apache RR310,2018,7384,first owner,mumbai,22.0,33.0,190000
Royal Enfield Classic,2011,17700,second owner,mumbai,32.0,27.2,75000
KTM Duke,2018,7000,first owner,24 pargana,35.0,24.6,140000
Royal Enfield Thunderbird,2016,35006,first owner,bangalore,25.0,27.2,110000
Yamaha FZ25,2017,13000,first owner,mumbai,43.0,20.3,90000
UM Renegade Sport,2017,1300,first owner,hyderabad,35.0,24.8,130000
Royal Enfield Classic,2014,20500,first owner,bangalore,32.0,27.2,109300
Hyosung Aquila GV250,2015,51791,first owner,jaipur,27.0,26.21,120000
Ducati Multistrada 1200,2017,3174,first owner,gurgaon,17.85,157.8,1400000
Royal Enfield Thunderbird,2015,22700,first owner,mumbai,25.0,27.2,110000
Harley-Davidson Street 750,2017,3430,first owner,jodhpur,20.0,47.0,450000
Mahindra Mojo Tourer,2017,11786,first owner,gurgaon,35.0,26.82,120000
Yamaha YZF-R15 2.0,2017,16000,first owner,samastipur,42.0,16.7,75000
Mahindra Mojo,2016,30000,first owner,noida,25.0,26.45,110000
UM Renegade Sport,2017,13240,second owner,delhi,35.0,24.8,105500
Royal Enfield Classic,2018,7050,first owner,bangalore,35.0,19.8,154900
Hyosung GT250R 2016,2016,1884,first owner,pune,30.0,28.0,220000
Bajaj Pulsar 220F,2017,19865,first owner,kolkata,38.0,21.0,60000
Royal Enfield Bullet,2017,15148,first owner,delhi,35.0,19.8,120000
Royal Enfield Thunderbird,2019,12400,first owner,ghaziabad,40.0,19.8,145000
Royal Enfield Bullet,2009,28300,first owner,ghaziabad,30.0,19.8,65000
Bajaj Discover 125ST,2013,25000,first owner,ahmedabad,65.0,12.5,22000
Royal Enfield Thunderbird,2010,50000,first owner,bangalore,35.0,19.8,62700
Hero Passion Xpro,2018,6800,first owner,delhi,55.0,8.0,52600
Hero HF Deluxe,2018,24611,first owner,gurgaon,55.0,6.15,30000
Bajaj Discover,2011,72000,first owner,ahmedabad,65.0,12.5,18800
KTM RC,2016,7980,first owner,mumbai,26.0,42.3,135000
Royal Enfield Classic,2017,16000,first owner,delhi,35.0,19.8,125600
Bajaj Pulsar,2017,21000,first owner,patna,38.0,21.0,65000
KTM RC,2018,4000,first owner,24 pargana,26.0,42.3,215000
Hero Passion Plus,2004,55000,first owner,ghaziabad,55.0,7.5,12000
Royal Enfield Thunderbird,2014,36000,first owner,ghaziabad,40.0,19.8,75000
Royal Enfield Thunderbird,2014,48000,second owner,alibag,40.0,19.8,77000
Suzuki GS 150,2011,80500,first owner,noida,56.0,13.8,18000
Bajaj V15,2016,15440,first owner,chennai,57.0,11.8,34000
Bajaj Avenger Cruise,2017,21000,first owner,jaipur,35.0,19.0,61700
Royal Enfield Electra,2016,5645,first owner,delhi,25.0,19.8,85500
UM Renegade Sport,2017,8100,first owner,godavari,35.0,24.8,110000
Royal Enfield Classic,2014,28411,first owner,indi,32.0,27.2,70000
Royal Enfield Thunderbird,2016,24500,first owner,guwahati,25.0,27.2,110000
Bajaj Discover,2013,20000,second owner,palwal,65.0,12.5,17000
Harley-Davidson Street Rod,2017,1554,first owner,delhi,25.0,70.0,450000
Bajaj Pulsar AS150,2017,3629,first owner,mumbai,53.0,16.8,45000
Bajaj Pulsar 220F,2014,28989,first owner,chennai,38.0,21.0,40300
Bajaj Discover,2007,80000,first owner,mumbai,65.0,12.5,12300
Royal Enfield Classic,2018,26000,first owner,mumbai,32.0,27.2,170000
Hero Passion Plus,2004,39252,first owner,ghaziabad,55.0,7.5,10500
Yamaha YZF-R15 S,2016,5812,first owner,bangalore,42.0,16.0,64000
Royal Enfield Thunderbird,2012,24370,third owner,delhi,40.0,19.8,55000
Suzuki Gixxer SF,2017,24336,first owner,mumbai,40.0,14.6,50000
Yamaha YZF-R15,2009,27000,first owner,delhi,42.0,16.0,30000
